,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,fiks_id
336,50.0,50.0,453579,0,0,-2,2,0,3,0.3,0.1,0,Aimar,0.3,337,False,Sykdom - 25 % sjanse for å spille,2024-11-03T21:19:17.063650Z,53,453579.jpg,2.1,Sher,0.0,False,,d,13,5043,56,27,0,36,0,0.1,10.6,Sher,,2241,0,2,3,44,0,0,7,0,0,3,0,0.000000,4052573.0
337,100.0,100.0,305537,0,0,3,-3,3,3,2.3,3.0,4,Sondre,3.0,338,False,,2024-09-16T08:07:45.789904Z,73,305537.jpg,4.2,Ørjasæter,7.7,False,,a,13,5043,118,7127,0,5149,0,0.4,16.2,Ørjasæter,,2430,5,8,4,46,0,0,5,0,0,14,0,0.000000,3432250.0
338,0.0,0.0,166437,0,0,-1,1,0,1,0.0,0.0,0,Marko,0.0,339,False,Avsluttet utlån,2024-07-15T13:43:07.220981Z,44,166437.jpg,2.4,Ilic,0.5,False,,u,13,5043,33,218,0,335,0,0.0,7.5,Ilic,,1260,0,0,2,29,0,0,1,0,36,2,0,0.000000,
339,,,94430,0,0,1,-1,2,1,4.3,6.7,10,Per Kristian,6.7,340,False,,,46,94430.jpg,4.2,Bråtveit,3.7,False,,a,14,9,127,1712,0,1182,0,1.5,27.6,Bråtveit,,2700,0,0,9,40,0,0,1,0,120,17,0,0.000000,2525184.0
340,0.0,0.0,35388,0,0,-1,1,1,3,0.0,0.0,0,Eirik,0.0,341,False,Kne - Ute resten av sesongen,2024-10-21T12:00:49.183907Z,64,35388.jpg,2.8,Ulland Andersen,0.5,False,,i,14,9,64,344,0,423,0,0.0,10.0,Ulland Andersen,,1380,3,1,5,25,0,0,2,0,0,6,1,0.000000,2256469.0
341,,,35797,0,0,2,-2,3,2,3.0,4.3,6,Gustav,4.3,342,False,,,52,35797.jpg,3.7,Valsvik,34.0,False,,a,14,9,111,10119,0,10864,0,0.8,21.3,Valsvik,,2700,2,1,9,40,0,0,1,0,0,18,2,0.000000,3724050.0
342,100.0,100.0,62685,0,0,-1,1,1,2,3.3,4.7,6,Lars-Christopher,4.7,343,False,,2024-11-10T23:02:41.922866Z,49,62685.jpg,3.7,Vilsvik,4.8,False,,a,14,9,103,704,0,1639,0,1.0,21.0,Vilsvik,,2451,0,8,9,34,0,0,4,0,0,1,0,0.000000,2681886.0
343,0.0,0.0,259336,0,0,-1,1,0,2,0.0,0.0,0,Sondre,0.0,344,False,Overgang til Levanger,2024-06-05T08:02:42.276128Z,44,259336.jpg,0.0,Fosnæss Hanssen,0.1,False,,u,14,9,0,2,0,23,0,0.0,0.0,Fosnæss Hanssen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3827133.0
344,,,68875,0,0,-3,3,2,3,2.3,4.0,7,Herman,4.0,345,False,,,57,68875.jpg,3.7,Stengel,9.3,False,,a,14,9,111,10499,0,8927,0,0.7,19.5,Stengel,,2681,4,6,9,40,0,1,3,0,0,9,0,0.000000,3527867.0
345,100.0,100.0,137386,0,0,-2,2,0,3,2.3,2.7,3,Kreshnik,2.7,346,False,,2024-06-28T16:08:00.395508Z,53,137386.jpg,2.0,Krasniqi,0.2,False,,a,14,9,45,23,0,80,0,0.5,8.5,Krasniqi,,1696,0,0,7,22,0,0,3,0,0,0,0,0.000000,3680925.0
346,50.0,50.0,286555,0,0,0,0,0,3,0.0,0.0,0,Ole Kristian,0.0,347,False,Hofte - 25 % sjanse for å spille,2024-04-19T11:00:53.136987Z,55,286555.jpg,0.0,Enersen,0.0,False,,d,14,9,0,1,0,3,0,0.0,0.0,Enersen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3538487.0
347,100.0,100.0,310981,0,0,-5,5,0,3,2.7,2.7,3,Marko Lawk,2.7,348,False,,2024-09-16T07:49:19.307522Z,45,310981.jpg,2.1,Farji,0.5,False,,a,14,9,60,744,0,830,0,0.6,13.3,Farji,,1754,0,2,10,21,0,0,4,0,0,1,0,0.000000,3225248.0
348,0.0,0.0,365158,0,0,0,0,0,2,0.0,0.0,0,Fabian,0.0,349,False,På utlån til Mjøndalen,2024-04-20T14:18:50.037321Z,45,365158.jpg,0.0,Holst-Larsen,0.0,False,,u,14,9,0,0,0,11,0,0.0,0.0,Holst-Larsen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3554219.0
349,100.0,100.0,632288,0,0,-2,2,0,3,0.0,0.0,0,Emmanuel,0.0,350,False,,2024-07-22T10:41:43.182869Z,48,632288.jpg,1.0,Danso,0.0,False,,a,14,9,8,4,0,6,0,0.0,1.7,Danso,,419,0,0,0,12,0,0,3,0,0,0,0,0.000000,3976195.0
350,100.0,100.0,308884,0,0,-1,1,1,3,2.0,2.0,3,Jonas,2.0,351,False,,2024-09-01T20:05:14.306309Z,54,308884.jpg,2.8,Therkelsen,0.2,False,,a,14,9,74,94,0,75,0,0.4,13.7,Therkelsen,,1687,5,0,6,23,0,0,5,0,0,6,0,0.000000,3873866.0
351,50.0,50.0,125421,0,0,0,0,0,3,0.0,0.0,0,Jostein,0.0,352,False,Smell - 50 % sjanse for å spille,2024-09-20T22:53:24.636488Z,55,125421.jpg,0.8,Ekeland,0.0,False,,d,14,9,5,0,0,1,0,0.0,0.9,Ekeland,,73,0,0,0,0,0,0,1,0,0,0,0,0.000000,2665052.0
352,100.0,100.0,120690,0,0,-3,3,0,3,1.0,1.0,1,Marcus,1.0,353,False,,2024-09-27T11:59:21.521287Z,62,120690.jpg,1.7,Mehnert,0.6,False,,a,14,9,42,21,0,242,0,0.2,6.8,Mehnert,,973,0,3,2,21,0,0,2,0,0,1,0,0.000000,3991501.0
353,100.0,100.0,189425,0,0,-1,1,0,2,3.0,4.0,5,Fredrik,4.0,354,False,,2024-05-20T20:58:02.089477Z,44,189425.jpg,2.3,Kristensen Dahl,0.7,False,,a,14,9,68,113,0,213,0,0.9,15.5,Dahl,,2488,0,0,7,40,0,0,3,0,0,0,0,0.000000,2768449.0
354,,,542501,0,0,-1,1,0,3,0.3,0.3,0,Fredrik,0.3,355,False,,,49,542501.jpg,2.7,Ardraa,0.0,False,,a,14,9,8,3,0,3,0,0.1,1.6,Ardraa,,27,1,0,0,0,0,0,0,0,0,0,0,0.000000,3861316.0
355,100.0,100.0,489472,0,0,-2,2,0,2,0.0,0.0,0,Ernest,0.0,356,False,,2024-04-19T11:00:53.094155Z,43,489472.jpg,0.0,Boahene,0.0,False,,a,14,9,0,1,0,13,0,0.0,0.0,Boahene,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3952607.0
356,0.0,0.0,350376,0,0,-2,2,0,3,0.0,0.0,0,Andreas,0.0,357,False,På utlån til Mjøndalen,2024-07-26T12:57:45.896494Z,43,350376.jpg,1.0,Heredia-Randen,0.1,False,,u,14,9,2,7,0,27,0,0.0,0.5,Heredia-Randen,,13,0,0,0,0,0,0,0,0,0,0,0,0.000000,3639245.0
357,,,450880,0,0,-2,2,0,2,0.0,0.0,0,Yves,0.0,358,False,,,38,450880.jpg,0.0,Vaage,0.3,False,,a,14,9,0,56,0,78,0,0.0,0.0,Vaage,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3963806.0
358,100.0,100.0,98494,0,0,-1,1,0,2,3.3,4.3,5,Bent,4.3,359,False,,2024-03-28T08:50:42.250958Z,44,98494.jpg,2.4,Sørmo,0.1,False,,a,14,9,34,7,0,17,0,1.0,7.7,Sørmo,,773,0,0,4,6,0,0,3,0,0,1,0,0.000000,3608869.0
359,,,299480,0,0,-1,1,2,4,1.0,1.0,1,Elias,1.0,360,False,,,69,299480.jpg,2.6,Melkersen,4.5,False,,a,14,9,78,3899,0,3663,0,0.1,11.3,Melkersen,,1812,6,0,8,28,0,0,2,0,0,6,0,0.000000,3741783.0
360,100.0,100.0,176845,0,0,6,-6,4,2,0.7,2.3,6,Logi,2.3,361,True,,2024-10-27T19:13:33.941459Z,56,176845.jpg,4.3,Tómasson,15.0,False,,a,14,9,124,13652,0,6838,0,0.4,22.1,Tómasson,,2501,5,3,8,39,0,0,4,0,0,12,0,0.000000,4040652.0
361,,,352918,0,0,-7,7,0,3,0.7,0.3,0,Samuel,0.3,362,False,,,43,352918.jpg,1.1,Silalahi,0.0,False,,a,14,9,15,4,0,21,0,0.1,3.5,Silalahi,,121,0,1,0,2,0,0,2,0,0,0,0,0.000000,3319505.0
362,100.0,100.0,135226,0,0,0,0,2,2,2.3,2.7,1,Jesper,2.7,363,False,,2024-10-01T12:57:35.152300Z,50,135226.jpg,3.0,Taaje,3.5,False,,a,14,9,84,1021,0,1541,0,0.5,16.8,Taaje,,2227,1,3,7,36,0,0,4,0,0,4,0,0.000000,3254770.0
363,100.0,100.0,154755,0,0,-3,3,0,2,0.7,0.7,0,Sivert,0.7,364,False,,2024-10-26T07:47:07.960737Z,42,154755.jpg,0.9,Westerlund,0.1,False,,a,14,9,12,6,0,26,0,0.2,2.9,Westerlund,,187,0,0,0,0,0,0,1,0,0,0,0,0.000000,3807903.0
364,,,310828,0,0,-1,1,0,1,0.0,0.0,0,Frank,0.0,365,False,,,44,310828.jpg,0.0,Stople,0.1,False,,a,14,9,0,2,0,11,0,0.0,0.0,Stople,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3093545.0
365,100.0,100.0,188873,0,0,1,-1,1,2,2.0,2.3,1,Vetle,2.3,366,False,,2024-11-03T21:55:26.508228Z,46,188873.jpg,3.2,Skjærvik,1.3,False,,a,15,3,89,1078,0,606,0,0.5,19.3,Skjærvik,,2459,1,0,11,37,0,0,4,0,0,1,0,0.000000,3491801.0
366,100.0,100.0,309103,0,0,4,-4,4,4,4.0,2.7,5,Lasse,2.7,367,False,,2024-10-27T21:16:07.588197Z,74,309103.jpg,3.8,Nordas,15.4,False,,a,15,3,105,19342,0,14805,0,0.4,14.2,Nordås,,1939,9,5,7,27,0,1,4,0,0,12,0,0.000000,3817432.0
367,100.0,100.0,42882,0,0,-1,1,2,2,2.3,2.7,1,Anders,2.7,368,False,,2024-09-27T06:01:30.213287Z,44,42882.jpg,2.3,Jenssen,0.9,False,,a,15,3,52,92,0,347,0,0.6,11.8,Jenssen,,1565,1,1,5,30,0,0,2,1,0,3,0,0.000000,2963262.0
368,100.0,100.0,90638,0,0,-2,2,0,3,4.3,2.3,2,Kent-Are,2.3,369,False,,2024-03-23T13:51:46.628161Z,48,90638.jpg,2.9,Antonsen,1.3,False,,a,15,3,88,661,0,822,0,0.5,18.3,Antonsen,,2494,1,5,12,35,0,0,3,0,0,3,1,0.000000,3561256.0
369,0.0,0.0,18859,0,0,0,0,0,3,0.0,0.0,0,Ruben,1.0,370,False,Skulder - Ute resten av sesongen,2024-11-23T20:42:07.392490Z,50,18859.jpg,2.6,Yttergård Jenssen,1.2,False,,i,15,3,70,185,0,537,0,0.2,14.0,Yttergård Jenssen,,2375,2,0,10,35,0,0,3,0,0,0,0,0.000000,2108690.0
370,100.0,100.0,189342,0,0,-3,3,0,3,0.7,0.7,1,Sakarias,0.7,371,False,,2024-05-19T12:44:14.177279Z,47,189342.jpg,1.4,Opsahl,1.7,False,,a,2,1,21,153,0,1114,0,0.1,4.5,S. Opsahl,,544,0,0,1,10,0,0,0,0,0,0,0,0.000000,3714710.0
371,100.0,100.0,382536,0,0,3,-3,5,2,2.7,3.7,4,Runar,3.7,372,False,,2024-09-01T20:06:17.601101Z,58,382536.jpg,4.1,Norheim,13.8,False,,a,15,3,120,9245,0,4853,0,0.6,20.7,Norheim,,2462,0,8,12,39,0,0,4,0,0,10,0,0.000000,3557206.0
372,0.0,0.0,372714,0,0,-2,2,0,2,0.0,0.0,0,Jesper,0.0,373,False,På utlån til Sogndal,2024-08-08T20:58:36.453128Z,43,372714.jpg,1.3,Robertsen,0.1,False,,u,15,3,12,20,0,39,0,0.0,2.8,Robertsen,,307,0,0,1,6,0,0,2,0,0,0,0,0.000000,3233432.0
373,0.0,0.0,483684,0,0,-2,2,0,3,0.0,0.0,0,Felix,0.0,374,False,Solgt til Fredericia,2024-08-23T10:42:11.241917Z,53,483684.jpg,1.0,Winther,0.1,False,,u,15,3,18,3,0,16,0,0.0,3.4,Winther,,358,0,0,0,9,0,0,2,0,0,0,0,0.000000,3915791.0
374,100.0,100.0,80532,0,0,0,0,2,1,3.7,3.3,1,Jakob,3.3,375,False,,2024-10-17T22:05:21.546720Z,45,80532.jpg,3.6,Haugaard,6.6,False,,a,15,3,101,2488,0,3270,0,0.7,22.4,Haugaard,,2447,0,0,9,42,1,0,3,0,82,8,1,0.000000,3944810.0
375,100.0,100.0,258857,0,0,0,0,0,2,0.0,0.0,0,Oskar Aron,0.0,376,False,,2024-03-26T11:08:49.042503Z,40,258857.jpg,0.0,Opsahl,0.2,False,,a,15,3,0,3,0,38,0,0.0,0.0,O. Opsahl,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2880797.0
376,,,370369,0,0,-2,2,0,3,1.3,1.3,2,Jens,1.3,377,False,,,48,370369.jpg,2.3,Hjertø-Dahl,0.2,False,,a,15,3,66,116,0,124,0,0.3,13.8,Hjertø-Dahl,,2011,1,0,9,31,0,0,0,0,0,1,0,0.000000,3429067.0
377,100.0,100.0,120681,0,0,-1,1,3,3,10.0,5.7,2,Vegard,5.7,378,False,,2024-06-02T16:59:16.845232Z,79,120681.jpg,5.2,Erlien,8.9,False,,a,15,3,119,4863,0,6639,0,0.7,15.1,Erlien,,1830,8,6,6,37,0,0,2,0,0,14,0,0.000000,3417810.0
378,100.0,100.0,338654,0,0,-2,2,1,3,5.3,5.3,1,Jakob,5.3,379,False,,2024-09-12T16:00:41.530141Z,63,338654.jpg,3.1,Napoleon Romsaas,2.6,False,,a,15,3,89,1197,0,1646,0,0.8,14.1,Napoleon Romsaae,,1704,4,4,8,25,0,0,2,0,0,6,0,0.000000,3224290.0
379,100.0,100.0,244534,0,0,-3,3,0,3,1.3,2.0,2,Yaw,2.0,380,False,,2024-08-25T13:03:24.853969Z,57,244534.jpg,1.8,Paintsil,0.9,False,,a,15,3,53,29,0,344,0,0.4,9.3,Paintsil,,1571,0,1,8,22,0,0,2,0,0,0,0,0.000000,3975869.0
380,0.0,0.0,507585,0,0,-2,2,0,2,0.0,0.0,0,Miika,0.0,381,False,Rygg - Ute på ubestemt tid,2024-04-09T07:53:10.910628Z,43,507585.jpg,0.0,Koskela,0.1,False,,i,15,3,0,2,0,41,0,0.0,0.0,Koskela,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000426.0
381,,,93771,0,0,-3,3,0,2,1.3,1.0,0,Dadi,1.0,382,False,,,37,93771.jpg,1.4,Dodou Gaye,2.3,False,,a,6,1438,26,964,0,1007,0,0.3,7.0,Gaye,,973,0,0,1,16,0,0,0,0,0,0,0,0.000000,3154655.0
382,100.0,100.0,371110,0,0,-3,3,0,2,0.0,0.0,0,Isak,0.0,383,False,,2024-06-28T16:43:23.309013Z,42,371110.jpg,0.8,Vådebu,0.1,False,,a,15,3,3,7,0,71,0,0.0,0.7,Vådebu,,78,0,0,0,6,0,0,0,0,0,0,0,0.000000,3812479.0
383,0.0,0.0,703257,0,0,-3,3,0,4,0.0,0.0,0,Yoro,0.0,384,False,På utlån til Sogndal,2024-09-01T14:14:44.431976Z,57,703257.jpg,0.0,Ba,0.2,False,,u,15,3,0,10,0,64,0,0.0,0.0,Ba,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4050840.0
384,100.0,100.0,138502,0,0,-1,1,0,4,1.7,1.3,1,Markus,1.3,385,False,,2024-10-18T10:49:03.541886Z,59,138502.jpg,1.2,Johnsgård,0.1,False,,a,4,50,24,32,0,44,0,0.2,4.1,Johnsgård,,544,0,0,2,8,0,0,0,0,0,0,0,0.000000,3070580.0
385,,,251623,0,0,-1,1,0,1,0.0,0.0,0,Mats,0.0,386,False,,,39,251623.jpg,0.0,Trige,0.5,False,,a,15,3,0,68,0,150,0,0.0,0.0,Trige,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3128641.0
386,0.0,0.0,306194,0,0,-1,1,0,2,0.0,0.0,0,Isak,0.0,387,False,På utlån til Tromsdalen,2024-08-16T10:12:58.803022Z,44,306194.jpg,1.0,Vik,0.1,False,,u,15,3,4,1,0,7,0,0.0,0.9,Vik,,48,0,0,0,0,0,0,0,0,0,0,0,0.000000,3709529.0
387,0.0,0.0,24018,0,0,-3,3,1,1,0.0,0.0,0,Arild,0.0,388,False,Kne - Ute resten av sesongen,2024-09-21T10:54:04.245115Z,42,24018.jpg,3.4,Østbø,1.0,False,,i,16,7,24,599,0,489,0,0.0,5.7,Østbø,,630,0,0,2,10,0,0,1,0,15,4,0,0.000000,2351757.0
388,50.0,50.0,106055,0,0,-2,2,1,2,0.0,0.0,0,Sondre,0.0,389,False,Lår  - 50 % sjanse for å spille,2024-08-25T20:33:55.971255Z,48,106055.jpg,2.9,Flem Bjørshol,1.8,False,,d,16,7,40,598,0,2065,0,0.0,8.3,Bjørshol,,777,2,0,2,12,0,0,2,0,0,2,1,0.000000,3502289.0
389,,,103155,0,0,1,-1,1,2,3.3,3.7,2,Viljar,3.7,390,False,,,46,103155.jpg,3.3,Vevatne,1.4,False,,a,16,7,80,991,0,612,0,0.8,17.4,Vevatne,,1724,1,6,4,26,0,0,0,0,0,5,0,0.000000,2778945.0
390,100.0,100.0,76565,0,0,-3,3,0,3,3.3,1.7,0,Yann-Erik,1.7,391,False,,2024-10-18T11:01:06.691376Z,52,76565.jpg,1.6,de Lanlay,0.2,False,,a,16,7,32,7,0,94,0,0.3,6.2,de Lanlay,,704,0,1,3,7,0,0,0,0,0,1,0,0.000000,2513498.0
391,100.0,100.0,31348,0,0,-2,2,0,3,2.0,2.0,0,Kristoffer,2.0,392,False,,2024-09-13T10:45:28.734572Z,48,31348.jpg,2.0,Løkberg,0.1,False,,a,16,7,10,6,0,45,0,0.4,2.1,Løkberg,,66,1,0,0,0,0,0,0,0,0,0,0,0.000000,3607418.0
392,100.0,100.0,385858,0,0,-2,2,1,3,0.3,0.3,1,Sondre,0.3,393,False,,2024-07-05T14:13:28.305691Z,58,385858.jpg,2.2,Auklend,0.2,False,,a,1,8,37,169,0,210,0,0.1,6.4,Auklend,,659,2,1,2,9,0,0,3,0,0,3,0,0.000000,3100822.0
393,,,254634,0,0,-4,4,0,3,0.3,1.0,2,Harald,1.0,394,False,,,56,254634.jpg,2.5,Nilsen Tangen,0.7,False,,a,13,5043,54,200,0,462,0,0.2,9.6,Nilsen Tangen,,1061,2,1,5,17,0,0,1,0,0,3,0,0.000000,2817927.0
394,100.0,100.0,482357,0,0,-1,1,1,4,4.3,4.3,1,Nicholas,4.3,395,False,,2024-07-16T15:37:30.184381Z,74,482357.jpg,2.6,D`Agostino,1.5,False,,a,16,7,45,454,0,787,0,0.6,6.1,D`Agostino,,742,4,1,3,9,0,0,4,0,0,6,0,0.000000,3991382.0
395,100.0,100.0,84439,0,0,14,-14,7,3,9.7,9.0,5,Zlatko,9.0,396,True,,2024-09-14T17:01:40.962119Z,119,84439.jpg,6.7,Tripic,43.3,False,,a,16,7,187,24925,0,14179,0,0.8,15.7,Tripic,,2283,10,16,8,33,0,1,5,0,0,34,0,0.000000,2362559.0
396,0.0,0.0,447031,0,0,-1,1,1,2,0.0,0.0,0,Gianni,0.0,397,False,Kne - Ute resten av sesongen,2024-11-03T10:02:14.098075Z,44,447031.jpg,2.8,Stensness,0.5,False,,i,16,7,69,426,0,331,0,0.0,15.7,Stensness,,1859,2,0,5,31,0,0,2,0,0,5,0,0.000000,3979889.0
397,0.0,0.0,226607,0,0,1,-1,2,1,0.0,0.0,0,Patrik,0.0,398,False,Solgt til Kortrijk,2024-07-17T23:02:25.955234Z,46,226607.jpg,4.4,Gunnarsson,5.5,False,,u,16,7,61,2689,0,3936,0,0.0,13.3,Gunnarsson,,1260,0,1,5,16,0,0,1,0,33,7,0,0.000000,3930871.0
398,,,168263,0,0,-1,1,1,3,0.7,0.7,1,Simen,0.7,399,False,,,54,168263.jpg,2.7,Kvia-Egeskog,0.2,False,,a,16,7,65,178,0,118,0,0.1,12.0,Kvia-Egeskog,,1348,3,3,4,22,0,0,2,0,0,2,0,0.000000,3036810.0
399,100.0,100.0,259363,0,0,-1,1,0,2,0.3,0.3,0,Herman,0.3,400,False,,2024-04-05T10:11:31.384750Z,44,259363.jpg,2.0,Haugen,0.3,False,,a,16,7,42,43,0,147,0,0.1,9.5,Haugen,,825,0,1,4,12,0,0,3,0,0,3,0,0.000000,3865134.0
400,100.0,100.0,308371,0,0,-4,4,1,3,0.3,0.7,1,Edvin,0.7,401,False,,2024-09-14T15:38:47.219616Z,56,308371.jpg,3.2,Austbø,0.2,False,,a,16,7,29,198,0,204,0,0.1,5.2,Austbø,,361,2,2,0,8,0,0,0,0,0,2,0,0.000000,3192667.0
401,100.0,100.0,95742,0,0,-3,3,2,3,1.0,1.3,2,Sander,1.3,402,False,,2024-05-06T17:55:45.002705Z,67,95742.jpg,3.6,Svendsen,4.2,False,,a,16,7,96,2144,0,2885,0,0.2,14.3,Svendsen,,1588,7,2,6,23,0,0,1,0,0,6,0,0.000000,3634509.0
402,0.0,0.0,577056,0,0,-2,2,0,2,0.0,0.0,0,Djibril,0.0,403,False,Overgang til Yverdon Sport,2024-09-11T07:43:00.425707Z,43,577056.jpg,1.7,Diop,1.7,False,,u,16,7,19,218,0,779,0,0.0,4.4,Diop,,555,0,0,1,9,0,0,1,0,0,0,0,0.000000,3978318.0
403,100.0,100.0,406586,0,0,0,0,1,2,2.3,2.0,0,Jost,2.0,404,False,,2024-10-18T11:01:06.671308Z,45,406586.jpg,2.4,Urbancic,0.6,False,,a,16,7,58,698,0,539,0,0.4,12.9,Urbancic,,1698,0,3,5,19,0,0,5,0,0,1,0,0.000000,3987929.0
404,0.0,0.0,531272,0,0,-3,3,0,3,0.0,0.0,0,Patrick,0.0,405,False,Solgt til Nashville SC,2024-07-23T21:01:25.020720Z,52,531272.jpg,2.0,Yazbek,0.3,False,,u,16,7,26,34,0,227,0,0.0,5.0,Yazbek,,839,0,1,2,10,0,0,2,0,0,0,0,0.000000,3995376.0
405,100.0,100.0,114708,0,0,12,-12,3,4,9.7,4.3,1,Lars-Jørgen,4.3,406,False,,2024-09-20T10:43:24.241796Z,97,114708.jpg,4.5,Salvesen,40.0,False,,a,16,7,121,23106,0,20302,0,0.4,12.5,Salvesen,,1927,12,5,6,28,0,0,5,0,0,16,0,0.000000,3670240.0
406,100.0,100.0,258702,0,0,1,-1,2,2,5.7,6.0,2,Sondre,6.0,407,False,,2024-05-26T16:22:12.850830Z,46,258702.jpg,2.8,Langås,3.8,False,,a,16,7,85,2025,0,1420,0,1.3,18.5,Langås,,2591,1,1,7,36,0,0,2,0,0,6,1,0.000000,3003182.0
407,100.0,100.0,254825,0,0,0,0,0,3,2.3,2.3,2,Joe,2.3,408,False,,2024-10-18T10:58:08.196018Z,50,254825.jpg,2.6,Bell,1.0,False,,a,16,7,74,955,0,894,0,0.5,14.8,Bell,,2475,0,5,7,36,0,0,5,0,0,1,0,0.000000,3847736.0
408,50.0,50.0,698008,0,0,-2,2,0,2,0.0,0.0,0,Franco,0.0,409,False,Lår - 25 % sjanse for å spille,2024-05-24T13:23:27.995597Z,43,698008.jpg,0.0,Lino,0.0,False,,d,16,7,0,4,0,17,0,0.0,0.0,Lino,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4056392.0
409,,,348954,0,0,-1,1,0,3,0.0,0.0,0,Jakob Segadal,0.0,410,False,,,49,348954.jpg,1.0,Hansen,0.1,False,,a,16,7,2,6,0,9,0,0.0,0.4,Hansen,,17,0,0,0,0,0,0,0,0,0,0,0,0.000000,3293706.0
410,0.0,0.0,489439,0,0,-1,1,0,2,0.0,0.0,0,Jone,0.0,411,False,Lagt opp,2024-09-27T15:47:17.592080Z,39,489439.jpg,0.0,Berg,0.6,False,,u,16,7,0,45,0,114,0,0.0,0.0,Berg,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,3623336.0
411,,,102322,0,0,-1,1,0,1,0.0,0.0,0,Simon,0.0,412,False,,,39,102322.jpg,1.0,Thomas,1.3,False,,a,15,3,1,487,0,565,0,0.0,0.3,Thomas,,73,0,0,0,2,0,0,0,0,1,0,0,0.000000,3109351.0
412,100.0,100.0,94763,0,0,-1,1,0,2,0.3,0.7,1,Lasse,0.7,413,False,,2024-04-26T10:41:41.972362Z,44,94763.jpg,0.9,Nilsen,0.1,False,,a,15,3,15,19,0,42,0,0.2,3.4,Nilsen,,366,0,0,0,8,0,0,1,0,0,0,0,0.000000,3164682.0
413,,,78350,0,0,-3,3,0,2,0.0,0.0,0,Christophe,0.0,414,False,,,42,78350.jpg,0.6,Psyché,0.4,False,,a,15,3,4,44,0,131,0,0.0,1.0,Psyché,,483,0,0,0,14,0,0,1,0,0,0,0,0.000000,2701967.0
414,100.0,100.0,189378,0,0,-2,2,0,4,0.0,0.0,0,Oscar,0.0,415,False,,2024-09-20T19:27:24.726058Z,53,189378.jpg,2.0,Aga,1.5,False,,a,3,40,28,1310,0,1377,0,0.0,5.3,Aga,,769,2,0,4,8,0,0,1,0,0,0,0,0.000000,4036842.0
415,0.0,0.0,263022,0,0,-3,3,0,4,0.0,0.0,0,Niclas Schjøth,0.0,416,False,På utlån til Mjøndalen,2024-09-04T08:04:42.520172Z,42,263022.jpg,1.0,Semmen,2.9,False,,u,6,1438,2,1656,0,2661,0,0.0,0.5,Semmen,,10,0,0,0,0,0,0,0,0,0,0,0,0.000000,3707383.0
416,100.0,100.0,130072,0,0,-1,1,0,3,2.7,1.7,2,Erlend,1.7,417,False,,2024-06-28T15:36:06.202466Z,44,130072.jpg,1.9,Segberg,0.1,False,,a,7,2718,45,62,0,59,0,0.4,10.2,Segberg,,1494,0,1,4,24,0,0,1,0,0,0,0,0.000000,3079301.0
417,,,409020,0,0,-2,2,1,3,0.0,0.0,0,Pawel,0.0,418,False,,,53,409020.jpg,2.8,Chrupalla,0.1,False,,a,13,5043,31,105,0,87,0,0.0,5.8,Chrupalla,,503,2,1,1,16,0,0,1,0,0,2,0,0.000000,3067796.0
418,100.0,100.0,71710,0,0,-1,1,2,3,1.0,0.3,0,Marius,0.3,419,False,,2024-11-10T10:03:08.025044Z,44,71710.jpg,3.2,Lundemo,0.5,False,,a,8,12,65,644,0,598,0,0.1,14.8,Lundemo,,1421,2,5,2,30,0,0,4,0,0,7,0,0.000000,2075777.0
419,,,81351,0,0,-2,2,0,1,0.0,0.0,0,Eirik,0.0,420,False,,,43,81351.jpg,0.0,Holmen Johansen,0.1,False,,a,2,1,0,19,0,27,0,0.0,0.0,Holmen Johansen,,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,2580956.0
420,0.0,0.0,703220,0,0,-2,2,0,3,0.0,0.0,0,Efe,0.0,421,False,På utlån til Åsane,2024-08-08T20:57:20.935451Z,48,703220.jpg,1.2,Lucky,0.0,False,,u,8,12,6,6,0,16,0,0.0,1.2,Lucky,,233,0,0,0,5,0,0,2,0,0,0,0,0.000000,
